DayOfWeek,Location,Temperature,#retweets,#followers,label
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,232,Bach-shit-crazy #MaidOfDishonor #TheTease #HotMess #SerialDater #BlondeBombshell #TrophyWife @… https://t.co/D7JUf5o1nR
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,899,"The cool thing about Advertising is that once you master it, you can use it to build anything...  Including new cou… https://t.co/bwMn8yRMFT"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,425,"I just wana travel, explore &amp; go away for a while."
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,481,Ugh I fucked up. I poured a normal wine glass. Then I heard helicopters thought oh where is my wine. Made a new gla… https://t.co/sz06JpBz9X
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,274,laid back nights with food and criminal minds 😭wouldn’t trade my bed for anything rn. #MeTime😌
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,323,Just realized. Dallas Cowboys' TD celebrations need to be revamped
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,446,She’s such a dork lol 💞 https://t.co/iY3ftrLGMo
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],8.295,0,228,@Camila_Cabello Your a real one for always being hella cool and sweet to your fans.❤
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1632,when we be fuckin she be runnin like dat nigga off of 3 strikes
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,101,I’ve been in a slump for a while. It’s getting to me
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,615,I hella got @katcust0dio into kdrama 😂
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1177,Just posted a photo @ The STUD https://t.co/0wBioDNGxs
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,584,Here’s a fun game. Make your insta public and see all the creeps who are excited to finally view your story. 😂🙃 I see you!
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,607,It sucks not having friends cause then you have no one to talk to and youre just stuck laying in bed thinking about a bunch of bs
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,425,Just wana travel &amp; explore. Get away for a while.
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,35,Took Brianna to her first concert  😝 She loved it! Sing it girl 😝😘 I love you Brianna can’t… https://t.co/fsPLURhElF
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,450,My lil toaster strudel https://t.co/UogemG0QFS
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,11368,@hugov Hope so too
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,294593,Welcome! Thrilled to have you joined us! 👊💥❤ #pinksocks https://t.co/tZeFQHWg93
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,586,Mike Sherm never misses on a feature.
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],8.295,0,265,someone wanna go on a lil road trip soon?
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,849,Party w no music
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,97,@LateNightSeth Watching LSSM Thursday night &amp; during opening credits I could have sworn the voice over said LEO GOR… https://t.co/rE7KYtqWyg
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,354,That’s why u just swallow ladieth
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,316,This is not okay
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,39749,cat stickers for pictures to Posts on Instagram Stories.  Download App link in bio.  Like it?… https://t.co/2Q0x81LC3w
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1,Heavy weight nigga ina light weight state 💪🏿 https://t.co/DjiwdsJfFL
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1385,I’m bout to die 😢
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,537,none of my coworkers wanna take my Friday night shift huh?!
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,130,Literally in the best uber right now... no one is talking but the driver is playing the best music and he’s actuall… https://t.co/CVcXStI7tu
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,316,They did?!😭 https://t.co/nqyWO6RhCP
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,56,“is it really worth waisting your time on something that doesn’t have a future?” 🙃🥀
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,305,Just got out of the hilarious #TheDisasterArtist screening with #JamesFranco and #DaveFranco.… https://t.co/1UcDY0QhbX
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,125,Y can't I sleep
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,773,@BillMoranWins @ZeeCohen91 @JordanChariton The tone of this piece is just ridiculously wrongheaded if you are serio… https://t.co/v5heRk48pJ
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,289,Jamaican me happy
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1453,@NanaiNathaniel happy birthday lil bro 🤘🏽
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,1019,I forgot Roy Woods's album dropped!!!!!
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,4087,Next time you're feeling tired remember that progress never comes before a struggle
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1631,told that freak bitch to gimme face she stuck out her mouf like Stevie j 😂😂💯
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,737,When I play Beyoncé the men leave the dance floor. When I play @rihanna they come to the dance floor. Interesting. #thoughts #djlife
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,204,Good times. Definitely sitting on the throne after all that bbq! https://t.co/96CFWcZaK7
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,953,#UfebaNobani 🔥🔥🔥🔥  Yaaaaas gyal @lasizwe @TemarahTayla  @xo_Zeena https://t.co/WhzVbB993d
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,106,miss u
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,55,So California might make shrooms legal hmmmmmm
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,139,My man! https://t.co/0sG7GTKo5m
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,279,Not to be dramatic or anything but like merry Christmas everyone
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,363,Jingleball 2017 was absolutely amazing 😍 #wild949jingleball @ SAP Center https://t.co/wGGzT1yOX4
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,491,"Ive finally seen Kanye, Travis Scott, and Kid Cudi  each perform Father Stretch My Hands Pt. 1"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,163,my anxiety has gotten so bad lately &amp; I cant get it under control
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,3394,Got a KG prize pack for first person to find  @Maffewgregg 's audio botch on episode 140 https://t.co/ZpzRnjRH8m  L… https://t.co/L5qECBgDxq
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1745,or it could be that u realize how much time and effort u put into someone that ended up dickslapping u in the face… https://t.co/0Upyj8FbTu
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,5,Exciting stuff! ✌️ https://t.co/qxMQ8q1od4
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,142,TELL ME WHY I️ JUST RECIEVED THIS EMAIL I️ HAVE BEEN CHECKING MY EMAIL ALL DAY YESTERDAY AND TODAY IM SHOOK AND HEA… https://t.co/VgshQd94gw
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,4956,goodnight i love my best friends and niall and harry and liam and like everyone djjdjdjs tonight was such an experi… https://t.co/fZFEf3bhKp
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,904,"'traditionally', 'xer' &amp; 'non-hypothetical' are now trending in #SF  https://t.co/sQaDuoftx2 https://t.co/EvP7TU1Hum"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,53,damn it's already december
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,788,Wow this is it..... this is how I die https://t.co/7lMh1KazkE
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,16474,@Hulu asking me “are you still there” triggers anger from memories of shitty people giving me advice I didn’t ask f… https://t.co/bzG8fjvUod
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],4.275,0,477,when i was little i thought shirley temples had alcohol in them so my 5 year old ass was walking around litty titty… https://t.co/nq6mxR8rg0
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,7440,@JosephEnVy Dont make me son you
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,23,cycle of resolving and reopening .. why?
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,475,This is 👌 https://t.co/eWHyMtQQw2
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,175,Why tf am I out?!?!
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,480,I’m going to be bummy gurl tomorrow because i know I’m going to be tired asf.
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,270,@itsYoungMoola loooool o no https://t.co/jUGO8rUDZw
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,386,This is such affective and effective rhetorical sparring from Sanders. Just  walked Toomey right into the trap; que… https://t.co/QNl9uNkR3q
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,507,"“Nobody stresses me out like you do, PERIOD... I do miss you though” lmao I hate niggas 🙄😂😂"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],13.26,0,3064,Everything stopped when blow the whistle came on. Respect. https://t.co/5P4zEUhgct
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,thank you long!☺️💯 will do https://t.co/PKqNvTbG5g
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,151,soo... what you do after you wake up from a 6 hr nap but got work @8🤔
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,47,Modern feminists can fuck da fuck offf
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,144,"Now that i’m in a music video, females are coming out the cuts saying “hey 😏”"
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,LMAO thank you Ryan hehe☺️☺️🙌🏼💯 https://t.co/PNcBvK1LNH
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,55,@KidCudi and some forbidden fruit in a fronto🔥🔥🙏🏽 best mental relaxation 😇
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1632,Hassan Minaj could ruin my life and I’m inviting him to do so. https://t.co/QucR4D2Hu9
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1608,If I know the whites and I do they ain't done https://t.co/AWWnzKsIZa
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,834,Got the last of my naughty out a couple days ago 🌚🌚🌚 so that I could be a good boy for December https://t.co/KoQgFwWq32
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,3421,A dick appointment or sleep
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,274,can’t stress this enough https://t.co/ofHe0V63G3
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,7440,@Stompskii Cancel yall got hella matchees and the matches are for like 2 hours
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,337,Bff lol peep how we're matching 🤦🏻‍♀️ https://t.co/cXyRbRmaRl
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,12,Satellite photos show North Korea apparently prepping to reuse launch site https://t.co/68XaNZJObw #FoxNews
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,203,It looks like he admires Trump's hair too. https://t.co/VtOjXkaNwT
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,1764,YOU BOYS DID AMAZING!!! AND IM SO PROUD OF HOW FAR YOU HAVE GOTTEN!!! @whydontwemusic @corbynbesson @SeaveyDaniel… https://t.co/jE8auhv9zw
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,thank you! i️ appreciate it 🤗☺️ https://t.co/vYmwQ9Fe3O
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,221,@RiversCuomo reading @dylan_moore15’s tweet https://t.co/sWx3Z2J4dF
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,131,San francisco theater fans has been one of the most awesome audiences I’ve witnessed to date👏🏻👏🏻
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,15,TEST_LAT/LON: ea0b95d6-aadd-4de3-88ad-f7dcd7351a44
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,56,when a certain person starts to show you that they don’t care anymore you gotta start doing the same thing even tho you still care 🤕
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,2538,Omg I was like “wtf did i buy on kpopmart” but I realized it’s my bts the wings tour in seoul dvds!!!!!! https://t.co/Cs3hBpHh54
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,25,i'm tryina hit up Alcatraz this weekend
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,7440,@Kluey_ CANCEL THE MATCH PLS
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,380,"""Thursday Pizza and sandwiches"" in #Berkeley #UnitedStates https://t.co/XXoCEp3PpR #foodwaste #free"
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,50,James Franco just came to my early showing of The Disaster Artist and did a little intro! He was seriously good as… https://t.co/wkZGBJXPIs
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,682,Thanks reg! I almost died like 10 times but it was worth it 😩 https://t.co/p8uKHE3YDZ
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,39,"Brand new, badass, monster teeth ring I got on Haight St. in SF. Only problem is that it’s made… https://t.co/KVmBz3CsP3"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1352,WHO WROTE THIS LMAOOOOOO https://t.co/k49SJSz9U1
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,1821,"‘Raiza, why are you going into the radio industry?’ (No, this ain’t the only reason, but it… https://t.co/DT6wH0Oars"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,834,@tvrrra Oops
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,480,17 is my favorite number and tbh that’s also another reason why I like this year. Lol
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],13.26,0,3064,sleep. don’t play with men’s emotions tonight. https://t.co/mmslfVHYu4
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,139,This has to stop. Parents please get involved in your children’s lives. Please! https://t.co/YuxoAjXM6C
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],4.275,0,277,I’m on the first season of game of thrones and ooooofffff I am already hurt in so many ways 😡
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,88,*tag all the squad* 👊🏼 https://t.co/ey9FOoqsvd
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,thank you LOL how goes things??😂💯 https://t.co/w7jeZTNZdi
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,7440,@Kluey_ Cancel the match or were gonna have some serious probllems 💯
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,thank u bebs!! love u 💝🙌🏼🙌🏼 https://t.co/auo4GTeqhC
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,3421,Fr tho guys ain’t shit https://t.co/WHPLUdHgz2
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,97,@LateNightSeth Watching LSSM Thursday night (west coast) &amp; during opening credits I could have sworn the voice over… https://t.co/OCmpZJniaf
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,163,i swear this has got to be the hundredth time i've thought of u tonight
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,834,mood https://t.co/GLYNbrK6BR
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1608,Planes CNN they're are called planes https://t.co/NL9W2nfwYx
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,194,Lol if my ass dont go to sleep rn im not gon fallasleeeeeeeeeepppp
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],8.295,0,117,Poor Pepe Le Pew! All he every wanted was to be loved! Hes stepping down from Cartoon Network!… https://t.co/JUBcWGSRrE
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,259,Shes gotta be joking right? That’s one BIG ass cat https://t.co/lX6cRwKCUx
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,2741,consistency https://t.co/LCRM5q9OGY
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,446,Uh oh
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,511,THE BOOK OF LIFE WAS MY SHIT WHEN IT CAME OUT THATS WHY I LOVE IT SO MUCH AND LOVED COCO https://t.co/cedfwrBndr
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,2,👋 Hey guys! This time I performed “Despacito “ in Academy’s got talent.… https://t.co/8fm3MY7AeI
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,290,Im the real dirty dan
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1608,@Skylar_Writer Ain't fooling me https://t.co/uMbvvkC14Z
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,446,I have post concert depression @Camila_Cabello u did amazing. U left us wanting more
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],8.295,0,117,"Moving on up in the World! Hahaha 😂😂😂😂😂🤘🤘🤘🤘🤘🤘 @ Newark, California https://t.co/vGWyid3BFV"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],19.505,0,394,We're #hiring! Read about our latest #job opening here: Leasing Consultant (Floating) - https://t.co/GYkfYowVqT… https://t.co/adVs2IB5df
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,298,Any have some Netflix recommendations ?
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],4.275,0,1327,THE 25 DAYS OF COVERMAS BEGINS TODAY!!! make sure to check in tomorrow at 11:30am pst on my youtube channel!! https://t.co/kS8kG3jHxR
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,864,luv u baby thank you!😘💙 https://t.co/BziAAHXNls
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1536,I just DIED laughing at def comedy jam lmao black people the goat
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1631,where is this at?? 🤔 https://t.co/Bt1ny3ax7a
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],8.295,0,117,"Words of Advice! Hahaha 🤘🤘🤘🤘😂😂😂😂😂 @ Newark, California https://t.co/viSH6cn6ED"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,1051,accidentally threw the nxworries album on on purpose its 1am let's get it
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,382,To be honest I don’t even know what triggered me tonight and I can’t stand how bad it is right now.
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,69,@G_Eazy that shit was off the chain tonight. Fan appreciation show @STILLHOUSEUSA #lit #yayarea @halsey iTunes top… https://t.co/xYwb5nFRac
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],12.835,0,189,Monica leaving Astrid’s room: “She’s the fakest person I’ve ever met!”
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,846,I just watched @BTS_twt flinch game on late late show and istg i tried so hard not to laugh so loud but i just cant 🤣🤣
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,174,I miss sf :/
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,77,From now on I'm starting to carry my taser. Especially on walks. And I'm investing in pepper spray.
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,1764,@EbenOfficial I MISS YOU SO MUCHH
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,768,I aint nothin like you rap niggaz
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,477,Current mood: https://t.co/PAf96oSyaM
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,239,@MJonnithan @HarryThaGr8 During Christmas tree set up 🎄😀
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,450,Thank you for coming to the Bay Area! It was amazing!!#1llionaireAmbition #USTour… https://t.co/hXvWlNmqE5
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,276,@bobbipinnnn Lmao I'm straight
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,354,When u open calculator instead of clock
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,233,When did it get so late?
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,87,"Pleads guilty to a speeding ticket, proceeds to peel out of courthouse parking lot https://t.co/KUy244xFK8"
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,354,Oh btw ragnarok was so good my wig really went to outer space
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,203,"Picture numner 8 looks like it's a dog's face. No, seriously. Look. https://t.co/RIlefMRtaK"
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,262,It’s ma birthday month. December babies all the way ya’ll
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,511,Omg this is Enrique to the maxxxx https://t.co/UELi06fCqH
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],13.26,0,232,I see a future without you
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,301,"This San Francisco liberal thinks the perpetually deported criminal should’ve been handed over to the feds, the BLM… https://t.co/S7vyWF08Al"
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,579,*sniffs* still good https://t.co/V3N1mO4s0P
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,511,WOW WOW WOW 😍😍😍😍 https://t.co/Dyg6lMpcF4
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,1745,i’ll kiss adrian or die trying
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],10.86,0,28385,SUNDAY at @liegeoakland •  We come together for Pam @pamfunkstress #Pray4Pam 481 9th Street… https://t.co/CsbIqI2izW
[ 0.  0.  0.  0.  1.  0.  0.],[ 0.  0.  1.],14.11,0,890,"and these whom He predestined, He also called; and these whom He called, He also justified; and these whom He justified, He also glorified."
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,768,Idk what I would have done without this dude
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,354,Honestly Thor is probably my favorite avenger 🤒
[ 0.  0.  0.  0.  1.  0.  0.],[ 1.  0.  0.],13.26,0,123,9 years on twitter and I still haven’t learned that it’s ALWAYS A BAD IDEA TO LOOK AT THE THREAD. I just spent an h… https://t.co/5XGtBJfwp9
